budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
175000000.0,Adventure,,9804.0,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 331, ""name"": ""tattoo""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 4237, ""name"": ""water""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 34161, ""name"": ""doomsday""}]",en,Waterworld,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",44.640292,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Gordon Company"", ""id"": 1073}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Licht/Mueller Film Corporation"", ""id"": 6092}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-28,264218220.0,135.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Beyond the horizon lies the secret to a new beginning.,Waterworld,2022-05-09 00:00:00,992.0
180000000.0,Fantasy,http://movies.disney.com/maleficent,102651.0,"[{""id"": 3205, ""name"": ""fairy tale""}, {""id"": 3289, ""name"": ""villain""}, {""id"": 7430, ""name"": ""sleeping beauty""}, {""id"": 177895, ""name"": ""dark fantasy""}, {""id"": 179411, ""name"": ""based on fairy tale""}, {""id"": 186846, ""name"": ""adaptation""}, {""id"": 186847, ""name"": ""retelling""}, {""id"": 186849, ""name"": ""literary adaptation""}, {""id"": 209714, ""name"": ""3d""}]",en,Maleficent,"The untold story of Disney's most iconic villain from the 1959 classic 'Sleeping Beauty'. A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land.  Maleficent rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom - and to Maleficent's true happiness as well.",110.620647,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Roth Films"", ""id"": 16314}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-05-28,758539785.0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't believe the fairy tale.,Maleficent,7.0,4496.0
190000000.0,Adventure,http://movies.disney.com/tomorrowland,158852.0,"[{""id"": 1436, ""name"": ""inventor""}, {""id"": 12332, ""name"": ""apocalypse""}, {""id"": 40850, ""name"": ""destiny""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 173276, ""name"": ""dreamer""}, {""id"": 214714, ""name"": ""futuristic car""}, {""id"": 214715, ""name"": ""futuristic city""}]",en,Tomorrowland,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",130.311355,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Babieka"", ""id"": 20656}, {""name"": ""A113"", ""id"": 59778}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-19,209154322.0,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Imagine a world where nothing is impossible.,Tomorrowland,2022-06-02 00:00:00,2846.0
165000000.0,Adventure,http://www.interstellarmovie.net/,157336.0,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 641, ""name"": ""single parent""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1963, ""name"": ""expedition""}, {""id"": 3417, ""name"": ""wormhole""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4337, ""name"": ""famine""}, {""id"": 4380, ""name"": ""black hole""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 8056, ""name"": ""quantum mechanics""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 13127, ""name"": ""farmhouse""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 33479, ""name"": ""single father""}, {""id"": 154846, ""name"": ""farmer""}, {""id"": 156039, ""name"": ""space station""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 160331, ""name"": ""astrophysics""}, {""id"": 162630, ""name"": ""zero gravity""}, {""id"": 189098, ""name"": ""courage""}, {""id"": 208757, ""name"": ""time paradox""}, {""id"": 214349, ""name"": ""relativity""}]",en,Interstellar,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,724.247784,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-05,675120017.0,169.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mankind was born on Earth. It was never meant to die here.,Interstellar,2022-08-01 00:00:00,10867.0
160000000.0,Action,http://inceptionmovie.warnerbros.com/,27205.0,"[{""id"": 1014, ""name"": ""loss of lover""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2116, ""name"": ""sleep""}, {""id"": 2117, ""name"": ""subconsciousness""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 160137, ""name"": ""female hero""}]",en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",167.58371,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-14,825532764.0,148.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Your mind is the scene of the crime.,Inception,2022-08-01 00:00:00,13752.0
15000000.0,Action,,315011.0,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 7671, ""name"": ""godzilla""}, {""id"": 11100, ""name"": ""giant monster""}, {""id"": 14796, ""name"": ""destruction""}, {""id"": 161791, ""name"": ""kaiju""}, {""id"": 235525, ""name"": ""toyko""}]",ja,シン・ゴジラ,"From the mind behind Evangelion comes a hit larger than life.  When a massive, gilled monster emerges from the deep and tears through the city, the government scrambles to save its citizens.  A rag-tag team of volunteers cuts through a web of red tape to uncover the monster's weakness and its mysterious ties to a foreign superpower.  But time is not on their side - the greatest catastrophe to ever befall the world is about to evolve right before their very eyes.",9.476999,"[{""name"": ""Cine Bazar"", ""id"": 5896}, {""name"": ""Toho Pictures"", ""id"": 49301}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",2016-07-29,77000000.0,120.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,A god incarnate. A city doomed.,Shin Godzilla,2022-06-05 00:00:00,143.0
160000000.0,Adventure,http://www2.warnerbros.com/poseidon/,503.0,"[{""id"": 613, ""name"": ""new year's eve""}, {""id"": 657, ""name"": ""fire""}, {""id"": 793, ""name"": ""drowning""}, {""id"": 843, ""name"": ""cataclysm""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 1913, ""name"": ""atlantic ocean""}, {""id"": 2283, ""name"": ""ball""}, {""id"": 2488, ""name"": ""self-abandonment""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 2581, ""name"": ""giant wave""}, {""id"": 2583, ""name"": ""blackout""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 155530, ""name"": ""capsized ship""}]",en,Poseidon,"A packed cruise ship traveling the Atlantic is hit and overturned by a massive wave, compelling the passengers to begin a dramatic fight for their lives.",21.133748,"[{""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Next Entertainment"", ""id"": 1633}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Irwin Allen Productions"", ""id"": 14024}, {""name"": ""Radiant Productions"", ""id"": 18990}, {""name"": ""Synthesis Entertainment"", ""id"": 19943}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-12,181674817.0,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Mayday,Poseidon,2022-05-05 00:00:00,583.0
160000000.0,Action,http://www.warcraft-themovie.com/,68735.0,"[{""id"": 282, ""name"": ""video game""}, {""id"": 603, ""name"": ""elves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10821, ""name"": ""sorcerer""}, {""id"": 14946, ""name"": ""fictional war""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 189113, ""name"": ""fictional language""}, {""id"": 211674, ""name"": ""muscles""}, {""id"": 228295, ""name"": ""orc""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",en,Warcraft,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.",63.148529,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Blizzard Entertainment"", ""id"": 16028}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-05-25,433677183.0,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two worlds. One home.,Warcraft,2022-06-03 00:00:00,2268.0
150000000.0,Adventure,http://www.transformersmovie.com/,1858.0,"[{""id"": 2535, ""name"": ""destroy""}, {""id"": 4375, ""name"": ""transformation""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10542, ""name"": ""based on toy""}, {""id"": 10607, ""name"": ""transformers""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 188178, ""name"": ""teenage hero""}]",en,Transformers,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",25.468493,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""thinkfilm"", ""id"": 12247}, {""name"": ""SprocketHeads"", ""id"": 20011}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-27,709709780.0,144.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Their war. Our world.,Transformers,2022-06-06 00:00:00,4040.0
155000000.0,War,,1966.0,"[{""id"": 347, ""name"": ""aristotle""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1200, ""name"": ""greece""}, {""id"": 1241, ""name"": ""persia""}, {""id"": 2857, ""name"": ""elephant""}, {""id"": 3072, ""name"": ""campaign""}, {""id"": 5127, ""name"": ""alexander the great""}, {""id"": 10180, ""name"": ""homosexuality""}, {""id"": 10198, ""name"": ""gay relationship""}, {""id"": 14704, ""name"": ""ancient world""}]",en,Alexander,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",39.019229,"[{""name"": ""France 3 Cin\u00e9ma"", ""id"": 591}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Egmond Film & Television"", ""id"": 4588}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Pacifica Film"", ""id"": 10926}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""WR Universal Group"", ""id"": 54997}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-21,167298192.0,175.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The greatest legend of all was real.,Alexander,2022-05-06 00:00:00,927.0
150000000.0,Fantasy,http://www.sonypictures.com/movies/hancock/,8960.0,"[{""id"": 334, ""name"": ""flying""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 5608, ""name"": ""affection""}, {""id"": 5920, ""name"": ""advertising expert""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 8872, ""name"": ""invulnerability""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 11794, ""name"": ""pokies""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Hancock,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",56.758411,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Blue Light"", ""id"": 28064}, {""name"": ""GH Three"", ""id"": 41756}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-01,624029371.0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Bad Behavior. Bad Attitude. Real Hero.,Hancock,2022-06-02 00:00:00,2961.0
150000000.0,Animation,http://disney.go.com/disneypictures/ratatouille/,2062.0,"[{""id"": 90, ""name"": ""paris""}, {""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 996, ""name"": ""expensive restaurant""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1650, ""name"": ""cook""}, {""id"": 2161, ""name"": ""mouse""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 2405, ""name"": ""roof""}, {""id"": 2872, ""name"": ""window""}, {""id"": 2982, ""name"": ""leaving one's family""}, {""id"": 3640, ""name"": ""work""}, {""id"": 3910, ""name"": ""restaurant critic""}, {""id"": 3914, ""name"": ""kitchen""}, {""id"": 6074, ""name"": ""spice""}, {""id"": 6148, ""name"": ""court""}, {""id"": 6808, ""name"": ""cookbook""}, {""id"": 18035, ""name"": ""family""}, {""id"": 18293, ""name"": ""chef""}, {""id"": 189359, ""name"": ""rat""}]",en,Ratatouille,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",65.677399,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-06-22,623722818.0,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He's dying to become a chef.,Ratatouille,2022-07-05 00:00:00,4369.0
150000000.0,Animation,http://movies.disney.com/frozen,109445.0,"[{""id"": 2011, ""name"": ""queen""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10115, ""name"": ""snowman""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 10385, ""name"": ""reindeer""}, {""id"": 10541, ""name"": ""curse""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 11173, ""name"": ""troll""}, {""id"": 155801, ""name"": ""mountain climber""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 209714, ""name"": ""3d""}]",en,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",165.125366,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-11-27,1274219009.0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Only the act of true love will thaw a frozen heart.,Frozen,2022-07-03 00:00:00,5295.0
150000000.0,Adventure,http://thor.marvel.com/,10195.0,"[{""id"": 1508, ""name"": ""new mexico""}, {""id"": 5149, ""name"": ""banishment""}, {""id"": 5539, ""name"": ""shield""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9366, ""name"": ""hammer""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 11436, ""name"": ""redemption""}, {""id"": 179101, ""name"": ""norse mythology""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 209818, ""name"": ""asgard""}, {""id"": 232926, ""name"": ""odin""}, {""id"": 232932, ""name"": ""heimdall""}]",en,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",86.493424,"[{""name"": ""Marvel Studios"", ""id"": 420}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-21,449326618.0,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two worlds. One hero.,Thor,2022-06-06 00:00:00,6525.0
150000000.0,Animation,http://movies.disney.com/bolt,13053.0,"[{""id"": 1939, ""name"": ""hamster""}, {""id"": 9963, ""name"": ""kids and family""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 158378, ""name"": ""cat vs dog""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 213873, ""name"": ""dog cat friendship""}, {""id"": 230873, ""name"": ""animal lead""}, {""id"": 232802, ""name"": ""girl dog relationship""}]",en,Bolt,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",41.845878,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-21,309979994.0,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fully Awesome. Ridonculous. Let It Begin.,Bolt,2022-06-03 00:00:00,1750.0
150000000.0,Fantasy,http://disney.go.com/disneypictures/gforce/,19585.0,"[{""id"": 156904, ""name"": ""dyr""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,G-Force,"A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?",26.710398,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Whamaphram Productions"", ""id"": 3639}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-21,292817841.0,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The world needs bigger heroes,G-Force,2022-05-01 00:00:00,510.0
150000000.0,Adventure,,266647.0,"[{""id"": 334, ""name"": ""flying""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4332, ""name"": ""peter pan""}, {""id"": 5938, ""name"": ""mermaid""}, {""id"": 12988, ""name"": ""pirate""}, {""id"": 170362, ""name"": ""fantasy world""}]",en,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",48.03528,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Berlanti Productions"", ""id"": 27711}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-24,128388320.0,111.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every legend has a beginning.,Pan,2022-05-09 00:00:00,954.0
175000000.0,Adventure,,652.0,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 2035, ""name"": ""mythology""}, {""id"": 3258, ""name"": ""beauty""}, {""id"": 3265, ""name"": ""trojan war""}, {""id"": 3930, ""name"": ""bravery""}, {""id"": 4372, ""name"": ""wall""}, {""id"": 4373, ""name"": ""fraud""}, {""id"": 6062, ""name"": ""hostility""}, {""id"": 6917, ""name"": ""epic""}, {""id"": 9725, ""name"": ""sword fight""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 158553, ""name"": ""pyre""}, {""id"": 162861, ""name"": ""ancient greece""}, {""id"": 189601, ""name"": ""trojan horse""}, {""id"": 235615, ""name"": ""trojan""}, {""id"": 235616, ""name"": ""bronze age""}, {""id"": 235617, ""name"": ""sparta greece""}, {""id"": 235618, ""name"": ""helen of troy""}, {""id"": 235619, ""name"": ""homer's iliad""}]",en,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",66.803149,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Radiant Productions"", ""id"": 18990}, {""name"": ""Helena Productions"", ""id"": 19107}, {""name"": ""Latina Pictures"", ""id"": 19108}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""MT"", ""name"": ""Malta""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2004-05-13,497409852.0,163.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,For passion. For honor. For destiny. For victory. For love.,Troy,2022-06-09 00:00:00,2759.0
144000000.0,Action,http://www.ghostbusters.com/,43074.0,"[{""id"": 5248, ""name"": ""female friendship""}, {""id"": 15040, ""name"": ""ghost hunting""}, {""id"": 161184, ""name"": ""reboot""}, {""id"": 162846, ""name"": ""ghost""}]",en,Ghostbusters,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",66.21806,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Montecito Picture Company, The"", ""id"": 4607}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Feigco Entertainment"", ""id"": 61791}, {""name"": ""Pascal Pictures"", ""id"": 84041}, {""name"": ""Ghostcorps"", ""id"": 84042}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-07-14,229147509.0,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who You Gonna Call?,Ghostbusters,2022-05-03 00:00:00,2142.0
